Lab,Num,gGSP,RMSD,TM-score,INF_all,lDDT,Target,Type
rnacomposer,3,38.606,6.104,0.321,0.789,0.576,PZ32,Aptamer
rnacomposer,4,17.51,12.2,0.265,0.668,0.496,PZ32,Aptamer
rnacomposer,5,3.405,26.132,0.193,0.335,0.269,PZ32,Aptamer
simrna,1,16.971,12.35,0.285,0.644,0.034,PZ32,Aptamer
simrna,2,13.727,13.201,0.288,0.623,0.024,PZ32,Aptamer
simrna,3,16.48,11.579,0.301,0.648,0.132,PZ32,Aptamer
simrna,4,4.097,23.893,0.208,0.437,0.043,PZ32,Aptamer
simrna,5,14.101,11.817,0.284,0.623,0.089,PZ32,Aptamer
chen,10,3.456,21.887,0.227,0.422,0.284,PZ32,Aptamer
chen,1,19.429,12.793,0.265,0.758,0.504,PZ32,Aptamer
chen,2,18.568,12.62,0.24,0.736,0.492,PZ32,Aptamer
chen,3,16.444,13.726,0.266,0.692,0.483,PZ32,Aptamer
chen,4,75.97,4.989,0.283,0.755,0.558,PZ32,Aptamer
chen,5,5.442,19.427,0.227,0.472,0.36,PZ32,Aptamer
chen,6,3.999,25.578,0.294,0.4,0.298,PZ32,Aptamer
chen,7,3.46,28.711,0.301,0.509,0.3,PZ32,Aptamer
chen,8,4.876,24.768,0.244,0.495,0.334,PZ32,Aptamer
chen,9,3.468,23.125,0.212,0.459,0.283,PZ32,Aptamer
perez,10,23.471,6.825,0.264,0.635,0.461,PZ32,Aptamer
perez,1,22.024,9.597,0.252,0.642,0.387,PZ32,Aptamer
perez,2,30.746,7.63,0.285,0.785,0.548,PZ32,Aptamer
perez,3,30.581,10.758,0.27,0.692,0.502,PZ32,Aptamer
perez,4,36.931,7.306,0.281,0.758,0.54,PZ32,Aptamer
perez,5,21.163,7.786,0.257,0.611,0.482,PZ32,Aptamer
perez,6,22.516,9.234,0.209,0.598,0.469,PZ32,Aptamer
perez,7,18.139,9.899,0.291,0.748,0.533,PZ32,Aptamer
perez,8,19.575,9.099,0.201,0.601,0.451,PZ32,Aptamer
perez,9,18.902,13.098,0.254,0.717,0.506,PZ32,Aptamer
szachniuk,1,35.071,6.976,0.281,0.792,0.579,PZ32,Aptamer
szachniuk,2,22.858,10.011,0.231,0.741,0.505,PZ32,Aptamer
szachniuk,3,37.958,6.476,0.286,0.796,0.548,PZ32,Aptamer
szachniuk,5,56.561,5.159,0.357,0.821,0.562,PZ32,Aptamer
xiao,1,25.839,6.964,0.271,0.734,0.513,PZ32,Aptamer
xiao,3,25.17,6.934,0.31,0.729,0.508,PZ32,Aptamer
xiao,4,14.699,12.669,0.205,0.749,0.49,PZ32,Aptamer
xiao,5,15.878,9.427,0.265,0.667,0.477,PZ32,Aptamer
ares,10,29.287,6.311,0.345,0.778,,PZ33,Riboswitch
ares,1,32.1,6.058,0.292,0.785,,PZ33,Riboswitch
ares,2,27.031,8.164,0.245,0.774,,PZ33,Riboswitch
ares,3,38.54,5.042,0.355,0.782,,PZ33,Riboswitch
ares,4,34.078,6.503,0.335,0.785,,PZ33,Riboswitch
ares,5,44.967,4.871,0.344,0.798,,PZ33,Riboswitch
ares,6,28.401,7.159,0.29,0.735,,PZ33,Riboswitch
ares,7,28.221,6.711,0.298,0.771,,PZ33,Riboswitch
ares,8,43.794,6.748,0.331,0.855,,PZ33,Riboswitch
ares,9,40.702,6.673,0.284,0.774,,PZ33,Riboswitch
bujnicki,1,36.412,5.303,0.251,0.731,,PZ33,Riboswitch
bujnicki,2,99.833,3.41,0.375,0.763,,PZ33,Riboswitch
bujnicki,3,46.161,5.68,0.298,0.769,,PZ33,Riboswitch
bujnicki,4,40.796,5.555,0.278,0.753,,PZ33,Riboswitch
bujnicki,5,65.177,5.32,0.285,0.781,,PZ33,Riboswitch
chen,10,25.729,9.31,0.288,0.673,,PZ33,Riboswitch
chen,1,33.933,6.639,0.227,0.72,,PZ33,Riboswitch
chen,2,34.28,7.316,0.248,0.701,,PZ33,Riboswitch
chen,3,35.804,7.139,0.266,0.79,,PZ33,Riboswitch
chen,4,34.25,6.606,0.281,0.724,,PZ33,Riboswitch
chen,5,44.128,5.272,0.296,0.849,,PZ33,Riboswitch
chen,6,31.227,7.087,0.248,0.758,,PZ33,Riboswitch
chen,7,34.896,6.482,0.226,0.693,,PZ33,Riboswitch
chen,8,73.753,4.514,0.298,0.762,,PZ33,Riboswitch
chen,9,25.72,9.69,0.233,0.718,,PZ33,Riboswitch
das,10,41.237,8.51,0.269,0.673,,PZ33,Riboswitch
das,1,37.487,7.7,0.298,0.746,,PZ33,Riboswitch
das,2,100.0,4.569,0.267,0.788,,PZ33,Riboswitch
das,3,28.572,6.085,0.354,0.773,,PZ33,Riboswitch
das,4,37.628,9.679,0.287,0.705,,PZ33,Riboswitch
das,5,22.179,13.315,0.281,0.72,,PZ33,Riboswitch
das,6,22.805,9.877,0.289,0.668,,PZ33,Riboswitch
das,7,25.528,9.457,0.305,0.661,,PZ33,Riboswitch
das,8,34.078,6.503,0.335,0.785,,PZ33,Riboswitch
das,9,100.0,3.969,0.322,0.826,,PZ33,Riboswitch
dfold2,10,17.461,14.508,0.236,0.608,,PZ33,Riboswitch
dfold2,1,99.362,4.204,0.338,0.618,,PZ33,Riboswitch
dfold2,2,99.345,4.365,0.27,0.649,,PZ33,Riboswitch
dfold2,3,49.72,5.815,0.257,0.746,,PZ33,Riboswitch
dfold2,4,49.069,6.276,0.27,0.698,,PZ33,Riboswitch
dfold2,5,49.18,6.558,0.278,0.746,,PZ33,Riboswitch
dfold2,6,99.572,3.916,0.35,0.661,,PZ33,Riboswitch
dfold2,7,88.902,4.127,0.35,0.687,,PZ33,Riboswitch
dfold2,8,5.399,14.351,0.252,0.447,,PZ33,Riboswitch
dfold2,9,6.157,17.612,0.207,0.373,,PZ33,Riboswitch
ding,1,23.43,9.238,0.197,0.609,,PZ33,Riboswitch
ding,2,14.841,14.496,0.198,0.69,,PZ33,Riboswitch
ding,3,15.881,15.566,0.224,0.623,,PZ33,Riboswitch
ding,4,24.44,9.044,0.226,0.63,,PZ33,Riboswitch
ding,5,22.501,10.433,0.197,0.697,,PZ33,Riboswitch
ding,6,18.476,12.37,0.183,0.76,,PZ33,Riboswitch
ding,7,19.302,9.74,0.172,0.69,,PZ33,Riboswitch
ding,8,19.872,13.824,0.21,0.68,,PZ33,Riboswitch
dokholyan,1,67.446,4.831,0.226,0.704,,PZ33,Riboswitch
dokholyan,2,31.085,9.344,0.231,0.651,,PZ33,Riboswitch
farfar2,10,24.954,7.655,0.369,0.789,,PZ33,Riboswitch
farfar2,1,28.572,6.085,0.354,0.773,,PZ33,Riboswitch
farfar2,2,47.18,4.767,0.377,0.787,,PZ33,Riboswitch
farfar2,3,100.0,3.969,0.322,0.826,,PZ33,Riboswitch
farfar2,4,26.825,7.364,0.356,0.748,,PZ33,Riboswitch
farfar2,5,38.921,7.007,0.247,0.771,,PZ33,Riboswitch
farfar2,6,41.738,6.905,0.286,0.764,,PZ33,Riboswitch
farfar2,7,26.812,7.282,0.322,0.79,,PZ33,Riboswitch
farfar2,8,82.894,4.424,0.303,0.762,,PZ33,Riboswitch
farfar2,9,99.657,3.935,0.343,0.808,,PZ33,Riboswitch
nithin,1,42.312,5.538,0.319,0.654,,PZ33,Riboswitch
nithin,2,31.424,5.97,0.246,0.693,,PZ33,Riboswitch
nithin,3,30.105,6.41,0.231,0.677,,PZ33,Riboswitch
nithin,4,73.637,4.461,0.351,0.708,,PZ33,Riboswitch
nithin,5,33.252,5.824,0.283,0.698,,PZ33,Riboswitch
perez,10,17.966,12.485,0.217,0.6,,PZ33,Riboswitch
perez,1,27.103,7.289,0.243,0.688,,PZ33,Riboswitch
perez,2,28.786,7.083,0.286,0.586,,PZ33,Riboswitch
perez,3,23.742,11.855,0.254,0.519,,PZ33,Riboswitch
perez,4,19.071,14.767,0.233,0.565,,PZ33,Riboswitch
perez,5,17.996,11.196,0.238,0.671,,PZ33,Riboswitch
perez,6,14.798,13.445,0.26,0.418,,PZ33,Riboswitch
perez,7,30.948,9.049,0.334,0.655,,PZ33,Riboswitch
perez,8,17.345,13.722,0.25,0.58,,PZ33,Riboswitch
perez,9,29.557,8.467,0.253,0.498,,PZ33,Riboswitch
rnacomposer,1,34.07,11.799,0.346,0.79,,PZ33,Riboswitch
rnacomposer,2,42.227,6.229,0.41,0.765,,PZ33,Riboswitch
rnacomposer,3,35.329,10.219,0.293,0.753,,PZ33,Riboswitch
rnacomposer,4,26.174,12.205,0.316,0.77,,PZ33,Riboswitch
rnacomposer,5,99.944,3.637,0.39,0.739,,PZ33,Riboswitch
simrna,1,99.863,3.396,0.375,0.766,,PZ33,Riboswitch
simrna,2,45.849,5.69,0.298,0.726,,PZ33,Riboswitch
simrna,3,45.913,5.734,0.227,0.698,,PZ33,Riboswitch
simrna,4,40.844,5.546,0.282,0.731,,PZ33,Riboswitch
simrna,5,65.271,5.316,0.285,0.777,,PZ33,Riboswitch
szachniuk,1,36.699,7.956,0.297,0.8,,PZ33,Riboswitch
szachniuk,2,35.072,9.963,0.271,0.708,,PZ33,Riboswitch
szachniuk,3,17.816,14.385,0.152,0.782,,PZ33,Riboswitch
szachniuk,4,25.785,11.545,0.295,0.774,,PZ33,Riboswitch
szachniuk,5,26.076,11.8,0.288,0.736,,PZ33,Riboswitch
xiao,1,38.005,5.418,0.359,0.805,,PZ33,Riboswitch
xiao,2,36.557,5.422,0.332,0.724,,PZ33,Riboswitch
xiao,3,66.238,4.645,0.335,0.774,,PZ33,Riboswitch
xiao,4,22.779,9.561,0.226,0.745,,PZ33,Riboswitch
xiao,5,30.846,7.951,0.324,0.723,,PZ33,Riboswitch
aresapo,10,26.337,11.952,0.264,0.752,0.586,PZ34,Ribozyme
aresapo,1,28.448,10.591,0.298,0.739,0.599,PZ34,Ribozyme
aresapo,2,25.995,12.448,0.291,0.726,0.579,PZ34,Ribozyme
aresapo,3,27.998,14.67,0.355,0.744,0.589,PZ34,Ribozyme
aresapo,4,25.272,13.392,0.304,0.717,0.559,PZ34,Ribozyme
aresapo,5,28.907,11.771,0.312,0.714,0.581,PZ34,Ribozyme
aresapo,6,25.252,12.231,0.309,0.722,0.577,PZ34,Ribozyme
aresapo,7,24.751,13.229,0.267,0.73,0.547,PZ34,Ribozyme
aresapo,8,25.442,12.383,0.277,0.706,0.564,PZ34,Ribozyme
aresapo,9,27.326,10.887,0.327,0.734,0.598,PZ34,Ribozyme
aresgua,10,25.499,13.862,0.29,0.684,0.576,PZ34,Ribozyme
aresgua,1,25.711,12.971,0.275,0.752,0.567,PZ34,Ribozyme
aresgua,2,26.312,11.859,0.309,0.739,0.579,PZ34,Ribozyme
aresgua,3,25.275,11.973,0.325,0.731,0.553,PZ34,Ribozyme
aresgua,4,30.863,14.373,0.285,0.744,0.59,PZ34,Ribozyme
aresgua,5,27.267,10.332,0.366,0.738,0.605,PZ34,Ribozyme
aresgua,6,25.757,12.795,0.318,0.735,0.569,PZ34,Ribozyme
aresgua,7,25.088,12.243,0.281,0.744,0.561,PZ34,Ribozyme
aresgua,8,25.669,13.047,0.324,0.767,0.579,PZ34,Ribozyme
aresgua,9,25.19,9.069,0.297,0.701,0.554,PZ34,Ribozyme
bujnicki,1,26.193,11.176,0.324,0.755,0.566,PZ34,Ribozyme
bujnicki,2,25.354,13.871,0.301,0.728,0.547,PZ34,Ribozyme
bujnicki,3,17.97,18.874,0.246,0.678,0.464,PZ34,Ribozyme
bujnicki,4,18.273,19.172,0.248,0.664,0.474,PZ34,Ribozyme
bujnicki,5,28.066,12.779,0.393,0.701,0.56,PZ34,Ribozyme
chen,10,21.039,17.833,0.24,0.64,0.5,PZ34,Ribozyme
chen,1,26.72,13.383,0.32,0.676,0.555,PZ34,Ribozyme
chen,2,25.674,14.104,0.341,0.72,0.54,PZ34,Ribozyme
chen,3,35.994,9.446,0.28,0.686,0.589,PZ34,Ribozyme
chen,4,22.283,12.558,0.228,0.677,0.497,PZ34,Ribozyme
chen,5,26.363,14.322,0.314,0.723,0.539,PZ34,Ribozyme
chen,6,25.028,12.638,0.362,0.671,0.531,PZ34,Ribozyme
chen,7,27.394,17.27,0.252,0.654,0.514,PZ34,Ribozyme
chen,8,22.39,17.229,0.269,0.707,0.528,PZ34,Ribozyme
chen,9,22.898,18.686,0.24,0.686,0.508,PZ34,Ribozyme
das,10,25.162,12.559,0.304,0.763,0.571,PZ34,Ribozyme
das,1,25.207,10.673,0.304,0.721,0.577,PZ34,Ribozyme
das,2,28.893,8.961,0.285,0.692,0.545,PZ34,Ribozyme
das,3,28.233,10.931,0.29,0.757,0.578,PZ34,Ribozyme
das,4,31.874,8.707,0.279,0.723,0.575,PZ34,Ribozyme
das,5,23.442,15.725,0.25,0.709,0.525,PZ34,Ribozyme
das,6,23.025,14.328,0.245,0.68,0.502,PZ34,Ribozyme
das,7,22.447,15.401,0.224,0.705,0.525,PZ34,Ribozyme
das,8,25.669,13.047,0.324,0.767,0.579,PZ34,Ribozyme
das,9,27.377,12.825,0.282,0.73,0.592,PZ34,Ribozyme
dokholyan,1,19.409,21.255,0.233,0.646,0.431,PZ34,Ribozyme
farfar2apo,10,25.485,12.273,0.293,0.713,0.564,PZ34,Ribozyme
farfar2apo,1,29.233,11.679,0.301,0.734,0.588,PZ34,Ribozyme
farfar2apo,2,31.027,10.619,0.329,0.754,0.613,PZ34,Ribozyme
farfar2apo,3,28.944,14.77,0.302,0.726,0.582,PZ34,Ribozyme
farfar2apo,4,24.524,11.371,0.293,0.717,0.573,PZ34,Ribozyme
farfar2apo,5,27.326,10.887,0.327,0.734,0.598,PZ34,Ribozyme
farfar2apo,6,25.261,12.653,0.288,0.726,0.567,PZ34,Ribozyme
farfar2apo,7,25.207,10.673,0.304,0.721,0.577,PZ34,Ribozyme
farfar2apo,8,27.936,11.459,0.31,0.76,0.602,PZ34,Ribozyme
farfar2apo,9,24.79,11.667,0.306,0.747,0.553,PZ34,Ribozyme
farfar2gua,10,25.751,10.334,0.334,0.755,0.588,PZ34,Ribozyme
farfar2gua,1,25.241,11.564,0.299,0.705,0.566,PZ34,Ribozyme
farfar2gua,2,25.207,10.608,0.297,0.705,0.563,PZ34,Ribozyme
farfar2gua,3,25.731,11.601,0.329,0.734,0.583,PZ34,Ribozyme
farfar2gua,4,27.267,10.332,0.366,0.738,0.605,PZ34,Ribozyme
farfar2gua,5,24.671,11.238,0.296,0.743,0.563,PZ34,Ribozyme
farfar2gua,6,29.148,10.133,0.348,0.718,0.573,PZ34,Ribozyme
farfar2gua,7,24.598,14.911,0.265,0.742,0.579,PZ34,Ribozyme
farfar2gua,8,27.377,12.825,0.282,0.73,0.592,PZ34,Ribozyme
farfar2gua,9,25.162,12.559,0.304,0.763,0.571,PZ34,Ribozyme
nithin,1,23.994,15.184,0.255,0.626,0.506,PZ34,Ribozyme
nithin,2,24.725,14.803,0.239,0.621,0.5,PZ34,Ribozyme
nithin,3,27.026,13.669,0.266,0.631,0.513,PZ34,Ribozyme
nithin,4,20.359,17.324,0.245,0.593,0.457,PZ34,Ribozyme
nithin,5,26.692,13.598,0.301,0.755,0.546,PZ34,Ribozyme
rnacomposer,1,29.811,13.225,0.357,0.813,0.635,PZ34,Ribozyme
rnacomposer,2,27.255,15.925,0.259,0.757,0.585,PZ34,Ribozyme
rnacomposer,3,25.81,12.141,0.294,0.708,0.557,PZ34,Ribozyme
rnacomposer,4,25.995,13.942,0.271,0.678,0.542,PZ34,Ribozyme
rnacomposer,5,25.06,12.753,0.319,0.689,0.564,PZ34,Ribozyme
simrna,1,25.785,14.25,0.272,0.731,0.07,PZ34,Ribozyme
simrna,2,28.389,12.479,0.405,0.688,0.031,PZ34,Ribozyme
simrna,3,25.425,13.236,0.328,0.722,0.09,PZ34,Ribozyme
simrna,4,26.658,10.598,0.288,0.714,0.038,PZ34,Ribozyme
simrna,5,26.102,11.14,0.334,0.72,0.066,PZ34,Ribozyme
swmapo,10,22.793,15.546,0.256,0.727,0.524,PZ34,Ribozyme
swmapo,1,28.233,10.931,0.29,0.757,0.578,PZ34,Ribozyme
swmapo,2,31.874,8.707,0.279,0.723,0.575,PZ34,Ribozyme
swmapo,3,24.603,13.24,0.219,0.751,0.548,PZ34,Ribozyme
swmapo,4,28.893,8.961,0.285,0.692,0.545,PZ34,Ribozyme
swmapo,5,23.96,18.083,0.272,0.73,0.554,PZ34,Ribozyme
swmapo,6,23.796,15.181,0.248,0.692,0.501,PZ34,Ribozyme
swmapo,7,23.025,14.328,0.245,0.68,0.502,PZ34,Ribozyme
swmapo,8,23.442,15.725,0.25,0.709,0.525,PZ34,Ribozyme
swmapo,9,22.447,15.401,0.224,0.705,0.525,PZ34,Ribozyme
szachniuk,1,23.218,12.563,0.264,0.703,0.539,PZ34,Ribozyme
szachniuk,2,24.164,15.757,0.249,0.701,0.557,PZ34,Ribozyme
szachniuk,3,24.779,11.775,0.269,0.697,0.566,PZ34,Ribozyme
szachniuk,4,24.892,18.154,0.292,0.703,0.535,PZ34,Ribozyme
szachniuk,5,27.21,16.425,0.254,0.723,0.565,PZ34,Ribozyme
xiao,1,20.143,17.477,0.229,0.726,0.474,PZ34,Ribozyme
xiao,2,20.9,18.43,0.245,0.684,0.495,PZ34,Ribozyme
xiao,3,20.302,17.848,0.241,0.696,0.477,PZ34,Ribozyme
xiao,4,20.33,17.008,0.235,0.633,0.487,PZ34,Ribozyme
xiao,5,21.832,16.811,0.228,0.749,0.516,PZ34,Ribozyme
bujnicki,1,24.883,16.05,0.341,0.763,0.17,PZ35,Ribozyme
bujnicki,2,24.808,17.573,0.289,0.769,0.008,PZ35,Ribozyme
bujnicki,3,63.011,5.982,0.397,0.757,0.321,PZ35,Ribozyme
bujnicki,4,21.611,20.382,0.3,0.718,0.005,PZ35,Ribozyme
bujnicki,5,20.061,14.742,0.24,0.678,0.041,PZ35,Ribozyme
chen,10,26.62,16.439,0.338,0.705,0.536,PZ35,Ribozyme
chen,1,60.839,6.797,0.416,0.79,0.685,PZ35,Ribozyme
chen,2,60.789,6.646,0.416,0.79,0.675,PZ35,Ribozyme
chen,3,25.964,17.203,0.34,0.705,0.53,PZ35,Ribozyme
chen,4,62.648,6.657,0.411,0.798,0.684,PZ35,Ribozyme
chen,5,61.414,6.498,0.41,0.784,0.678,PZ35,Ribozyme
chen,6,25.447,16.513,0.329,0.72,0.534,PZ35,Ribozyme
chen,7,61.626,6.556,0.404,0.784,0.678,PZ35,Ribozyme
chen,8,27.003,15.308,0.335,0.716,0.535,PZ35,Ribozyme
chen,9,61.392,6.601,0.419,0.781,0.68,PZ35,Ribozyme
dfold2,1,4.63,20.943,0.249,0.481,0.323,PZ35,Ribozyme
dfold2,2,4.605,31.398,0.272,0.484,0.032,PZ35,Ribozyme
dfold2,3,4.317,30.185,0.207,0.534,0.023,PZ35,Ribozyme
dfold2,4,8.347,24.325,0.261,0.562,0.031,PZ35,Ribozyme
dfold2,5,4.68,20.911,0.25,0.497,0.026,PZ35,Ribozyme
dfold2,6,7.364,24.265,0.261,0.511,0.015,PZ35,Ribozyme
dfold2,7,4.217,28.883,0.208,0.451,0.024,PZ35,Ribozyme
dfold2,8,9.637,20.146,0.233,0.564,0.053,PZ35,Ribozyme
ding,1,16.182,16.495,0.225,0.571,0.436,PZ35,Ribozyme
ding,2,16.713,17.067,0.222,0.514,0.426,PZ35,Ribozyme
ding,3,18.232,15.591,0.254,0.584,0.452,PZ35,Ribozyme
ding,4,12.574,16.735,0.229,0.565,0.414,PZ35,Ribozyme
ding,5,13.887,17.425,0.215,0.565,0.413,PZ35,Ribozyme
ding,6,14.141,17.722,0.219,0.527,0.422,PZ35,Ribozyme
ding,7,15.593,16.852,0.314,0.582,0.422,PZ35,Ribozyme
dokholyan,1,12.474,16.161,0.294,0.619,0.448,PZ35,Ribozyme
dokholyan,2,11.161,24.936,0.163,0.604,0.416,PZ35,Ribozyme
nithin,1,21.993,17.991,0.229,0.748,0.492,PZ35,Ribozyme
nithin,2,20.96,18.121,0.223,0.739,0.477,PZ35,Ribozyme
nithin,3,22.811,17.836,0.232,0.742,0.489,PZ35,Ribozyme
nithin,4,20.943,19.561,0.239,0.717,0.473,PZ35,Ribozyme
nithin,5,25.015,16.626,0.287,0.792,0.526,PZ35,Ribozyme
rnacomposer,1,18.539,18.17,0.282,0.641,0.435,PZ35,Ribozyme
rnacomposer,2,15.328,25.815,0.261,0.612,0.423,PZ35,Ribozyme
rnacomposer,3,20.12,18.095,0.3,0.702,0.455,PZ35,Ribozyme
rnacomposer,4,19.43,18.57,0.274,0.722,0.452,PZ35,Ribozyme
rnacomposer,5,18.201,20.246,0.293,0.712,0.424,PZ35,Ribozyme
simrna,1,35.059,8.054,0.357,0.717,0.039,PZ35,Ribozyme
simrna,2,37.377,7.833,0.34,0.736,0.068,PZ35,Ribozyme
simrna,3,35.006,11.536,0.295,0.781,0.094,PZ35,Ribozyme
simrna,4,39.415,7.718,0.39,0.745,0.047,PZ35,Ribozyme
simrna,5,44.707,7.791,0.354,0.727,0.005,PZ35,Ribozyme
szachniuk,1,20.924,14.097,0.333,0.717,0.53,PZ35,Ribozyme
szachniuk,2,20.133,14.112,0.33,0.723,0.528,PZ35,Ribozyme
szachniuk,3,27.131,13.111,0.323,0.732,0.517,PZ35,Ribozyme
szachniuk,4,33.923,8.804,0.324,0.658,0.482,PZ35,Ribozyme
bujnicki,1,19.065,37.94,0.475,0.668,0.152,PZ36,Ribozyme
bujnicki,2,18.357,33.742,0.305,0.703,0.013,PZ36,Ribozyme
bujnicki,3,29.016,37.618,0.544,0.742,0.323,PZ36,Ribozyme
bujnicki,4,15.779,23.535,0.271,0.629,0.023,PZ36,Ribozyme
bujnicki,5,15.191,21.654,0.28,0.6,0.073,PZ36,Ribozyme
chen,10,16.436,30.796,0.411,0.71,0.52,PZ36,Ribozyme
chen,1,36.476,24.015,0.515,0.819,0.672,PZ36,Ribozyme
chen,2,31.64,30.592,0.519,0.801,0.654,PZ36,Ribozyme
chen,3,16.178,32.893,0.41,0.714,0.515,PZ36,Ribozyme
chen,4,36.33,24.506,0.509,0.819,0.671,PZ36,Ribozyme
chen,5,32.343,27.956,0.515,0.81,0.655,PZ36,Ribozyme
chen,6,16.267,31.507,0.404,0.72,0.518,PZ36,Ribozyme
chen,7,31.779,32.323,0.507,0.797,0.655,PZ36,Ribozyme
chen,8,16.787,32.485,0.407,0.71,0.519,PZ36,Ribozyme
chen,9,31.575,32.083,0.52,0.791,0.654,PZ36,Ribozyme
ding,1,13.245,21.817,0.291,0.592,0.428,PZ36,Ribozyme
ding,2,11.026,27.961,0.194,0.542,0.388,PZ36,Ribozyme
ding,3,10.886,25.031,0.208,0.528,0.378,PZ36,Ribozyme
ding,4,10.882,30.035,0.182,0.547,0.389,PZ36,Ribozyme
nithin,1,10.744,29.751,0.225,0.555,0.396,PZ36,Ribozyme
nithin,2,10.639,30.481,0.225,0.585,0.396,PZ36,Ribozyme
nithin,3,10.544,30.707,0.225,0.565,0.408,PZ36,Ribozyme
nithin,4,10.713,30.275,0.23,0.557,0.394,PZ36,Ribozyme
nithin,5,10.294,31.007,0.21,0.646,0.202,PZ36,Ribozyme
rnacomposer,1,12.725,27.543,0.245,0.651,0.463,PZ36,Ribozyme
rnacomposer,2,12.549,27.327,0.26,0.655,0.46,PZ36,Ribozyme
rnacomposer,3,12.531,26.353,0.253,0.655,0.455,PZ36,Ribozyme
rnacomposer,4,12.464,28.717,0.234,0.666,0.46,PZ36,Ribozyme
rnacomposer,5,12.66,29.05,0.25,0.686,0.467,PZ36,Ribozyme
szachniuk,1,15.543,23.425,0.376,0.691,0.51,PZ36,Ribozyme
szachniuk,2,15.928,24.487,0.346,0.684,0.513,PZ36,Ribozyme
szachniuk,3,17.221,24.3,0.394,0.686,0.52,PZ36,Ribozyme
szachniuk,4,19.817,21.181,0.324,0.626,0.458,PZ36,Ribozyme
bujnicki,1,14.037,14.835,0.376,0.5,0.189,PZ37,Riboswitch
bujnicki,2,14.211,15.116,0.366,0.5,0.106,PZ37,Riboswitch
bujnicki,3,15.042,14.329,0.342,0.56,0.107,PZ37,Riboswitch
bujnicki,4,14.985,13.649,0.331,0.597,0.101,PZ37,Riboswitch
bujnicki,5,15.07,13.571,0.36,0.605,0.12,PZ37,Riboswitch
chen,10,16.207,14.146,0.329,0.699,0.46,PZ37,Riboswitch
chen,1,44.705,9.745,0.352,0.742,0.577,PZ37,Riboswitch
chen,2,25.554,6.966,0.375,0.72,0.477,PZ37,Riboswitch
chen,3,41.618,6.593,0.404,0.661,0.549,PZ37,Riboswitch
chen,4,29.537,7.542,0.361,0.689,0.521,PZ37,Riboswitch
chen,5,26.277,11.41,0.273,0.75,0.533,PZ37,Riboswitch
chen,6,77.763,5.42,0.387,0.689,0.586,PZ37,Riboswitch
chen,7,43.176,7.107,0.353,0.718,0.543,PZ37,Riboswitch
chen,8,28.213,12.333,0.335,0.717,0.529,PZ37,Riboswitch
chen,9,15.841,15.349,0.346,0.723,0.455,PZ37,Riboswitch
dasaresapo,1,14.697,14.102,0.316,0.699,0.424,PZ37,Riboswitch
dasaresapo,2,15.683,11.918,0.322,0.712,0.466,PZ37,Riboswitch
dasaresapo,3,15.452,14.974,0.328,0.727,0.412,PZ37,Riboswitch
dasaresapo,4,15.544,13.651,0.315,0.753,0.434,PZ37,Riboswitch
dasaresapo,5,16.842,15.179,0.339,0.645,0.432,PZ37,Riboswitch
dasfarfar2apo,1,15.635,14.14,0.338,0.732,0.443,PZ37,Riboswitch
dasfarfar2apo,2,15.297,16.315,0.336,0.742,0.434,PZ37,Riboswitch
dasfarfar2apo,3,15.436,14.689,0.328,0.694,0.472,PZ37,Riboswitch
dasfarfar2apo,4,14.814,15.228,0.329,0.672,0.439,PZ37,Riboswitch
dasfarfar2apo,5,15.364,15.764,0.363,0.715,0.442,PZ37,Riboswitch
dasfarfar2aresholo,1,14.982,12.894,0.327,0.71,0.433,PZ37,Riboswitch
dasfarfar2aresholo,2,15.544,13.651,0.315,0.753,0.434,PZ37,Riboswitch
dasfarfar2aresholo,3,14.814,15.228,0.329,0.672,0.439,PZ37,Riboswitch
dasfarfar2aresholo,4,15.635,14.14,0.338,0.732,0.443,PZ37,Riboswitch
dasfarfar2aresholo,5,14.685,14.541,0.343,0.72,0.444,PZ37,Riboswitch
dasswmapo,1,16.037,13.848,0.354,0.672,0.452,PZ37,Riboswitch
dasswmapo,2,14.824,11.683,0.335,0.652,0.404,PZ37,Riboswitch
dasswmapo,3,15.338,14.188,0.335,0.689,0.424,PZ37,Riboswitch
dasswmapo,4,16.659,16.562,0.346,0.626,0.385,PZ37,Riboswitch
dasswmapo,5,19.375,13.508,0.349,0.65,0.418,PZ37,Riboswitch
dfold,10,4.182,31.956,0.184,0.432,0.023,PZ37,Riboswitch
dfold,11,5.499,19.779,0.186,0.441,0.042,PZ37,Riboswitch
dfold,1,4.15,23.679,0.214,0.385,0.033,PZ37,Riboswitch
dfold,2,4.381,21.261,0.238,0.447,0.031,PZ37,Riboswitch
dfold,3,4.312,21.14,0.181,0.461,0.012,PZ37,Riboswitch
dfold,4,9.002,22.971,0.15,0.521,0.08,PZ37,Riboswitch
dfold,5,4.034,25.446,0.226,0.43,0.006,PZ37,Riboswitch
dfold,6,5.635,19.025,0.188,0.42,0.056,PZ37,Riboswitch
dfold,7,5.635,19.025,0.188,0.42,0.056,PZ37,Riboswitch
dfold,8,5.635,19.025,0.188,0.42,0.056,PZ37,Riboswitch
dfold,9,4.71,20.004,0.21,0.413,0.046,PZ37,Riboswitch
dimaio,1,14.846,12.947,0.317,0.731,0.389,PZ37,Riboswitch
ding,1,4.956,21.374,0.229,0.42,0.255,PZ37,Riboswitch
